600	8.82032e-13
200	9.11441e-05
100	4.99859e-05
100	4.75262e-05
100	0.000407252
100	0.00239698
100	0.00725869
100	0.0153574
200	0.0155258
100	0.0157521
100	0.0206465
100	0.0206508
100	0.0226228
200	0.0314705
200	0.0417134
200	0.045159
200	0.0472843
200	0.0482791
200	0.046845
200	0.0479346
200	0.0497221
200	0.0529668
200	0.0607343
300	0.0630749
300	0.0628193
300	0.0686758
200	0.0756188
300	0.0764157
300	0.0843524
200	0.0825535
300	0.0849621
300	0.0838869
300	0.0812697
300	0.0807492
300	0.0872893
300	0.0822056
300	0.0848863
400	0.0865546
400	0.0846326
300	0.0944581
400	0.111295
400	0.112009
300	0.10663
400	0.120136
400	0.132287
400	0.131879
400	0.131003
400	0.127805
400	0.132791
400	0.13304
400	0.13621
500	0.132088
500	0.128977
400	0.130428
400	0.134058
500	0.129681
500	0.128821
500	0.125859
500	0.12493
400	0.135264
500	0.132057
500	0.129596
500	0.12734
500	0.125069
600	0.135852
500	0.133891
500	0.13938
600	0.138047
500	0.140709
600	0.142566
600	0.145398
500	0.143742
500	0.144374
600	0.145202
700	0.143592
600	0.143905
1000	0.147335
600	0.1489
600	0.154831
600	0.156969
600	0.159734
600	0.161308
700	0.161019
700	0.167284
700	0.164418
700	0.163265
600	0.162893
700	0.160691
700	0.166743
700	0.165981
700	0.165444
700	0.166077
700	0.173622
700	0.17237
700	0.179259
800	0.180032
700	0.180709
800	0.189451
700	0.190231
800	0.194415
800	0.194939
800	0.194518
800	0.193491
800	0.192399
800	0.190043
800	0.191565
800	0.196021
800	0.197454
800	0.200456
800	0.214028
800	0.218662
800	0.217146
800	0.215117
800	0.212716
900	0.213085
1000	0.211173
900	0.210132
800	0.211322
900	0.209795
900	0.208096
900	0.224257
900	0.224744
900	0.223518
900	0.227834
1100	0.226676
1000	0.226305
900	0.227911
900	0.228776
3200	0.232646
1000	0.235401
1000	0.233535
900	0.236293
1000	0.23734
1400	0.236551
1000	0.2369
1000	0.234988
1000	0.233892
1000	0.234664
1100	0.243376
1000	0.24174
1100	0.243401
1000	0.244186
1100	0.244287
1000	0.242664
1000	0.241259
1100	0.241334
1100	0.241516
1100	0.243108
1100	0.241929
1100	0.243078
1100	0.24595
1100	0.246757
1100	0.245278
1100	0.260049
1200	0.261197
1100	0.260658
1200	0.276632
1200	0.279983
1100	0.281364
1200	0.290166
1200	0.288051
1200	0.28634
1200	0.298109
1200	0.303621
1300	0.302867
1300	0.301273
1300	0.301812
1200	0.302082
1300	0.302246
1300	0.300529
1300	0.300962
1200	0.29995
1300	0.301852
1200	0.301569
1300	0.312953
1300	0.31267
1300	0.314366
1400	0.314429
1300	0.321187
1300	0.322538
1400	0.323789
1300	0.322269
1300	0.322623
1300	0.329847
1400	0.328597
1300	0.32752
1400	0.329408
1400	0.332609
1400	0.33152
1300	0.340479
1400	0.340326
1400	0.344737
1400	0.343745
1400	0.342804
1400	0.342292
1400	0.342234
1400	0.341253
1400	0.342548
1400	0.341834
1400	0.341429
1400	0.341981
1500	0.34805
1500	0.346948
1400	0.347084
1500	0.346056
1500	0.345118
1500	0.346189
1400	0.346876
1500	0.346163
1500	0.354198
1500	0.354736
1500	0.355086
1500	0.354552
1400	0.358238
1600	0.359094
1500	0.359528
1500	0.365445
1500	0.367102
1500	0.366896
1600	0.366923
1600	0.366856
1600	0.367745
1700	0.367059
1600	0.371054
1700	0.381221
